state,year,abortionratetotal,unemployment_rate,data.rates.violent.all,gdp,policy_score,sex_and_age_18_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_male,sex_and_age_female,educational_attainment_high_school_graduate_or_higher,educational_attainment_bachelors_degree_or_higher,income_in_the_past_12_months_in_2010_inflation_adjusted_dollars_median_household_income_dollars,total_number_of_races_reported_one_race,total_number_of_races_reported_two_races,total_number_of_races_reported_three_races
RI,2020,14.0,9.2,,61980.9,-3.0,,,,,,,,,,,,
SC,1988,19.8,4.6,741.2,,-4.0,,,,,,,,,,,,
SC,1992,16.8,6.7,944.5,,-4.0,,,,,,,,,,,,
SC,1996,14.3,5.7,996.9,,-4.0,,,,,,,,,,,,
SC,2000,13.7,3.7,828.1,115332.7,-4.0,,,,,,,,,,,,
SC,2005,14.9,6.8,767.0,145195.8,-4.0,,,,,,,,,,,,
SC,2006,15.0,6.3,771.1,153453.4,-4.0,,,,,,,,,,,,
SC,2007,15.0,5.6,785.7,162476.3,-4.0,,,,,,,,,,,,
SC,2008,14.3,6.9,731.0,164471.2,-4.0,,,,,,,,,,,,
SC,2009,14.1,11.0,675.2,162380.4,-4.0,,,,,,,,,,,,
SC,2010,13.9,11.1,602.2,166767.4,-4.0,10.4,12.7,13.0,14.2,48.6,51.4,84.1,24.5,42018.0,98.2,1.7,0.1
SC,2011,12.5,10.3,596.9,172844.7,-4.0,10.4,12.6,12.9,13.9,48.6,51.4,84.2,24.1,,98.2,1.7,0.1
SC,2012,12.3,9.0,558.8,178503.9,-4.0,10.4,12.7,12.7,13.7,48.6,51.4,84.9,25.1,,98.0,1.9,0.1
SC,2013,12.1,7.4,508.5,186268.3,-4.0,10.4,12.7,12.5,13.6,,,85.6,26.1,,,,
SC,2014,11.6,6.3,497.7,195744.4,-4.0,10.1,12.8,12.5,13.4,,,86.1,26.3,,,,
SC,2015,11.5,5.9,504.5,207510.0,-4.0,9.9,12.9,12.3,13.3,,,86.3,26.8,,,,
SC,2016,11.4,4.9,501.8,217555.5,-4.0,9.5,13.0,12.3,13.0,,,86.6,27.2,,,,
SC,2017,11.8,4.2,506.2,224937.6,-4.0,9.5,12.9,12.3,12.8,,,87.4,28.0,,,,
SC,2018,11.7,3.4,488.3,236561.7,-4.0,,,,,,,,,,,,
SC,2019,11.5,2.8,511.3,249575.7,-4.0,,,,,,,,,,,,
SC,2020,11.9,6.0,,248952.7,-4.0,,,,,,,,,,,,
SD,1988,9.4,4.2,113.7,,-3.0,,,,,,,,,,,,
SD,1992,8.8,3.4,194.5,,-3.0,,,,,,,,,,,,
SD,1996,7.5,3.3,177.2,,-3.0,,,,,,,,,,,,
SD,2000,6.5,2.5,166.8,22866.7,-3.0,,,,,,,,,,,,
SD,2005,6.4,3.5,179.0,31104.3,-3.0,,,,,,,,,,,,
SD,2006,6.4,3.0,264.9,32559.3,-3.0,,,,,,,,,,,,
SD,2007,6.3,2.8,241.9,35282.6,-3.0,,,,,,,,,,,,
SD,2008,6.4,3.1,276.9,36939.3,-3.0,,,,,,,,,,,,
SD,2009,6.0,4.6,218.7,36732.1,-3.0,,,,,,,,,,,,
SD,2010,5.5,4.9,268.9,38208.2,-3.0,10.0,12.7,11.7,14.4,50.4,49.6,89.6,26.3,45904.0,98.0,1.8,0.1
SD,2011,5.5,4.6,255.6,42082.7,-3.0,10.3,12.7,11.7,14.0,49.8,50.2,90.6,26.3,,97.6,2.3,0.1
SD,2012,5.4,4.0,321.8,44127.3,-3.0,10.2,13.3,11.3,13.3,50.1,49.9,90.5,26.3,,97.9,2.0,0.1
SD,2013,5.3,3.7,316.5,45498.6,-3.0,10.1,13.1,11.5,12.9,,,91.6,26.6,,,,
SD,2014,5.1,3.4,326.5,47159.9,-3.0,10.2,13.1,11.4,12.5,,,91.7,27.8,,,,
SD,2015,4.9,3.0,383.1,48678.9,-3.0,10.0,13.0,11.5,12.2,,,91.1,27.5,,,,
SD,2016,4.6,3.0,418.4,49842.6,-3.0,9.9,12.9,11.4,11.8,,,91.2,28.9,,,,
SD,2017,4.7,3.0,433.6,51615.1,-3.0,9.4,13.3,11.5,11.4,,,91.7,28.1,,,,
SD,2018,4.6,2.8,404.7,53349.5,-3.0,,,,,,,,,,,,
SD,2019,4.6,2.7,399.0,55175.8,-3.0,,,,,,,,,,,,
SD,2020,4.1,4.1,,56847.3,-3.0,,,,,,,,,,,,
TN,1988,17.4,5.8,532.7,,-2.0,,,,,,,,,,,,
TN,1992,16.2,6.5,746.2,,-2.0,,,,,,,,,,,,
TN,1996,13.5,5.2,774.0,,-2.0,,,,,,,,,,,,
TN,2000,13.8,3.8,707.2,182209.7,-2.0,,,,,,,,,,,,
TN,2005,12.4,5.5,757.0,231339.0,-2.0,,,,,,,,,,,,
TN,2006,12.3,5.2,762.5,243104.4,-2.0,,,,,,,,,,,,
TN,2007,12.3,4.6,755.0,248261.6,-2.0,,,,,,,,,,,,
TN,2008,12.7,6.5,722.7,255546.7,-2.0,,,,,,,,,,,,
TN,2009,12.0,10.4,666.0,252940.7,-2.0,,,,,,,,,,,,
TN,2010,11.3,9.8,612.0,258657.6,-2.0,9.7,12.8,13.5,14.4,48.7,51.3,83.6,23.1,41461.0,98.3,1.6,0.1
TN,2011,10.7,9.0,607.8,270055.0,-2.0,9.7,13.0,13.1,14.4,48.7,51.3,84.2,23.6,,98.1,1.8,0.1
TN,2012,10.3,7.9,643.6,285897.5,-2.0,9.7,13.1,13.1,14.0,48.7,51.3,85.1,24.3,,98.2,1.7,0.1
TN,2013,9.9,7.7,590.6,296756.3,-2.0,9.8,13.0,13.0,13.8,,,85.6,24.8,,,,
TN,2014,9.5,6.5,608.4,307448.5,-2.0,9.6,13.0,12.9,13.6,,,85.8,25.3,,,,
TN,2015,9.1,5.5,612.1,326382.5,-2.0,9.6,13.1,12.7,13.5,,,86.1,25.7,,,,
TN,2016,8.6,4.7,632.9,339350.2,-2.0,9.3,13.3,12.6,13.4,,,87.0,26.1,,,,
TN,2017,8.5,3.7,651.5,355417.5,-2.0,9.2,13.5,12.5,13.3,,,87.8,27.3,,,,
TN,2018,8.3,3.5,623.7,369713.2,-2.0,,,,,,,,,,,,
TN,2019,8.1,3.3,595.2,385833.0,-2.0,,,,,,,,,,,,
TN,2020,7.8,7.4,,391588.6,-2.0,,,,,,,,,,,,
TX,1988,24.2,7.4,652.6,,-3.0,,,,,,,,,,,,
TX,1992,22.4,7.7,806.3,,-3.0,,,,,,,,,,,,
TX,1996,19.6,5.8,644.4,,-3.0,,,,,,,,,,,,
TX,2000,18.3,4.4,545.1,742161.5,-3.0,,,,,,,,,,,,
TX,2005,17.0,5.5,528.0,1003745.9,-3.0,,,,,,,,,,,,
TX,2006,16.3,5.0,517.3,1108236.5,-3.0,,,,,,,,,,,,
TX,2007,15.6,4.4,510.4,1198565.0,-3.0,,,,,,,,,,,,
TX,2008,15.9,4.9,508.0,1253142.0,-3.0,,,,,,,,,,,,
TX,2009,15.4,7.6,491.0,1179168.1,-3.0,,,,,,,,,,,,
TX,2010,14.6,8.3,448.4,1255660.8,-3.0,10.3,14.3,13.8,13.6,49.6,50.4,80.7,25.9,48615.0,97.8,2.0,0.1
TX,2011,13.3,8.0,408.6,1351776.9,-3.0,10.3,14.3,13.7,13.4,49.6,50.4,81.1,26.4,,97.7,2.2,0.1
TX,2012,12.6,6.7,408.6,1429588.0,-3.0,10.3,14.4,13.7,13.2,49.7,50.3,81.4,26.7,,97.6,2.2,0.1
TX,2013,12.0,6.3,408.3,1526781.9,-3.0,10.3,14.4,13.6,13.0,,,81.9,27.5,,,,
TX,2014,10.0,5.2,405.9,1592177.6,-3.0,10.2,14.5,13.6,12.8,,,82.2,27.8,,,,
TX,2015,9.7,4.5,412.2,1585985.9,-3.0,10.1,14.5,13.6,12.7,,,82.4,28.4,,,,
TX,2016,9.4,4.6,434.4,1582981.5,-3.0,10.0,14.6,13.5,12.6,,,82.9,28.9,,,,
TX,2017,9.5,4.4,438.9,1667313.0,-3.0,9.9,14.6,13.5,12.5,,,83.6,29.6,,,,
TX,2018,9.8,3.9,410.9,1808026.9,-3.0,,,,,,,,,,,,
TX,2019,10.0,3.5,418.9,1864872.3,-3.0,,,,,,,,,,,,
TX,2020,10.1,7.7,,1810670.2,-3.0,,,,,,,,,,,,
US,1973,16.3,,,,,,,,,,,,,,,,
US,1974,19.3,,,,,,,,,,,,,,,,
US,1975,21.7,,,,,,,,,,,,,,,,
US,1976,24.2,,,,,,,,,,,,,,,,
US,1977,26.4,,,,,,,,,,,,,,,,
US,1978,27.7,,,,,,,,,,,,,,,,
US,1979,28.8,,,,,,,,,,,,,,,,
US,1980,29.3,,,,,,,,,,,,,,,,
US,1981,29.3,,,,,,,,,,,,,,,,
US,1982,28.8,,,,,,,,,,,,,,,,
US,1983,28.5,,,,,,,,,,,,,,,,
US,1984,28.1,,,,,,,,,,,,,,,,
US,1985,28.0,,,,,,,,,,,,,,,,
US,1986,27.4,,,,,,,,,,,,,,,,
US,1987,26.9,,,,,,,,,,,,,,,,
US,1988,27.4,,,,,,,,,,,,,,,,
US,1989,26.8,,,,,,,,,,,,,,,,
US,1990,27.4,,,,,,,,,,,,,,,,
US,1991,26.2,,,,,,,,,,,,,,,,
US,1992,25.7,,,,,,,,,,,,,,,,
US,1993,25.0,,,,,,,,,,,,,,,,
US,1994,23.7,,,,,,,,,,,,,,,,
US,1995,22.5,,,,,,,,,,,,,,,,
US,1996,22.4,,,,,,,,,,,,,,,,
US,1997,21.9,,,,,,,,,,,,,,,,
US,1998,21.5,,,,,,,,,,,,,,,,
US,1999,21.4,,,,,,,,,,,,,,,,
US,2000,21.3,,,,,,,,,,,,,,,,
US,2001,20.9,,,,,,,,,,,,,,,,
US,2002,20.5,,,,,,,,,,,,,,,,
US,2003,20.2,,,,,,,,,,,,,,,,
US,2004,19.7,,,,,,,,,,,,,,,,
US,2005,19.4,,,,,,,,,,,,,,,,
US,2006,20.0,,,,,,,,,,,,,,,,
US,2007,19.4,,,,,,,,,,,,,,,,
US,2008,19.4,,,,,,,,,,,,,,,,
US,2009,18.5,,,,,,,,,,,,,,,,
US,2010,17.7,,,,,,,,,,,,,,,,
US,2011,16.9,,,,,,,,,,,,,,,,
US,2012,16.1,,,,,,,,,,,,,,,,
US,2013,15.2,,,,,,,,,,,,,,,,
US,2014,14.6,,,,,,,,,,,,,,,,
US,2015,14.2,,,,,,,,,,,,,,,,
US,2016,13.7,,,,,,,,,,,,,,,,
US,2017,13.5,,,,,,,,,,,,,,,,
US,2018,13.8,,,,,,,,,,,,,,,,
US,2019,14.2,,,,,,,,,,,,,,,,
US,2020,14.4,,,,,,,,,,,,,,,,
UT,1988,11.9,4.9,243.1,,-5.0,,,,,,,,,,,,
UT,1992,8.9,4.9,290.5,,-5.0,,,,,,,,,,,,
UT,1996,7.8,3.4,331.9,,-5.0,,,,,,,,,,,,
UT,2000,6.6,3.3,255.7,70056.3,-5.0,,,,,,,,,,,,
UT,2005,6.5,4.0,225.0,95512.0,-5.0,,,,,,,,,,,,
UT,2006,6.7,2.8,226.3,106787.1,-5.0,,,,,,,,,,,,
UT,2007,6.8,2.6,239.9,115180.7,-5.0,,,,,,,,,,,,
UT,2008,6.6,3.3,225.3,116949.2,-5.0,,,,,,,,,,,,
UT,2009,6.2,7.6,215.4,113834.8,-5.0,,,,,,,,,,,,
UT,2010,5.7,8.3,213.5,118296.3,-5.0,11.5,16.2,12.0,11.2,50.3,49.7,90.6,29.3,54744.0,97.6,2.2,0.1
UT,2011,5.3,7.2,197.1,125137.8,-5.0,11.6,15.7,12.3,10.8,50.3,49.7,90.3,29.7,,97.5,2.3,0.2
UT,2012,5.2,4.8,205.8,129431.4,-5.0,11.4,15.6,12.5,10.8,50.3,49.7,91.0,30.7,,97.6,2.2,0.2
UT,2013,5.0,4.2,224.0,135344.3,-5.0,11.5,15.2,12.9,10.5,,,91.5,31.3,,,,
UT,2014,4.6,3.6,215.6,142627.7,-5.0,11.3,14.8,13.2,10.5,,,91.4,31.1,,,,
UT,2015,4.6,3.5,236.0,149762.1,-5.0,11.4,14.7,13.4,10.3,,,91.5,31.8,,,,
UT,2016,4.6,3.3,242.8,159330.6,-5.0,11.3,14.7,13.4,10.3,,,91.7,32.6,,,,
UT,2017,4.5,3.1,238.9,172075.0,-5.0,11.3,14.6,13.7,10.2,,,92.1,34.6,,,,
UT,2018,4.4,2.9,233.1,186805.7,-5.0,,,,,,,,,,,,
UT,2019,4.4,2.5,235.6,201312.2,-5.0,,,,,,,,,,,,
UT,2020,4.5,4.8,,206240.5,-5.0,,,,,,,,,,,,
VT,1988,21.6,3.0,142.3,,2.0,,,,,,,,,,,,
VT,1992,16.0,6.0,109.5,,2.0,,,,,,,,,,,,
VT,1996,15.4,4.2,121.2,,2.0,,,,,,,,,,,,
VT,2000,11.6,2.8,113.5,18492.9,2.0,,,,,,,,,,,,
VT,2005,14.4,3.5,126.0,23763.0,2.0,,,,,,,,,,,,
VT,2006,14.2,3.7,145.1,24507.1,2.0,,,,,,,,,,,,
VT,2007,14.0,3.9,129.1,25025.2,2.0,,,,,,,,,,,,
VT,2008,14.3,4.5,137.5,26140.4,2.0,,,,,,,,,,,,
VT,2009,14.0,6.5,134.6,26220.0,2.0,,,,,,,,,,,,
VT,2010,13.6,6.2,131.0,27478.3,2.0,10.4,11.1,12.4,16.2,49.2,50.8,91.0,33.6,49406.0,98.4,1.6,0.1
VT,2011,13.7,5.4,147.6,28558.5,2.0,10.5,11.2,12.4,15.9,49.2,50.8,91.8,35.4,,97.8,2.1,0.1
VT,2012,13.4,4.8,142.6,29325.6,2.0,10.7,11.2,11.7,15.6,49.4,50.6,91.7,35.8,,98.0,1.9,0.2
VT,2013,12.8,4.4,121.1,29477.6,2.0,10.6,11.2,11.6,15.2,,,91.5,35.7,,,,
VT,2014,11.9,3.9,99.3,30359.4,2.0,10.6,11.6,11.5,14.4,,,92.0,34.9,,,,
VT,2015,11.5,3.5,118.0,31152.4,2.0,10.7,11.3,11.2,14.4,,,91.7,36.9,,,,
VT,2016,11.0,3.1,158.3,31840.2,2.0,10.6,11.5,11.3,13.9,,,92.1,36.4,,,,
VT,2017,9.9,2.9,165.8,32589.2,2.0,10.7,11.8,11.1,13.3,,,92.6,38.3,,,,
VT,2018,9.4,2.5,172.0,33482.6,2.0,,,,,,,,,,,,
VT,2019,9.1,2.1,202.2,34760.3,2.0,,,,,,,,,,,,
VT,2020,9.5,5.6,,34572.3,2.0,,,,,,,,,,,,
VA,1988,26.6,3.9,299.2,,-3.0,,,,,,,,,,,,
VA,1992,24.6,6.0,374.9,,-3.0,,,,,,,,,,,,
VA,1996,20.6,4.2,341.3,,-3.0,,,,,,,,,,,,
VA,2000,19.3,2.3,281.7,268608.7,-3.0,,,,,,,,,,,,
VA,2005,18.7,3.5,283.0,357427.0,-3.0,,,,,,,,,,,,
VA,2006,19.3,3.1,283.7,376429.4,-3.0,,,,,,,,,,,,
VA,2007,19.9,3.1,272.8,391595.5,-3.0,,,,,,,,,,,,
VA,2008,19.1,4.1,257.8,402157.8,-3.0,,,,,,,,,,,,
VA,2009,18.8,6.8,230.8,409935.3,-3.0,,,,,,,,,,,,
VA,2010,18.5,6.8,214.2,425490.8,-3.0,10.1,13.5,14.0,15.1,49.1,50.9,86.5,34.2,60674.0,97.3,2.5,0.2
VA,2011,17.6,6.3,197.6,433683.7,-3.0,10.2,13.6,13.7,14.9,49.1,50.9,87.8,35.1,,97.0,2.7,0.3
VA,2012,17.7,5.8,190.1,445008.5,-3.0,10.1,13.9,13.5,14.6,49.0,51.0,87.9,35.5,,96.8,2.9,0.3
VA,2013,17.8,5.5,196.2,456911.6,-3.0,10.1,14.0,13.3,14.3,,,88.4,36.1,,,,
VA,2014,14.6,5.1,196.2,465601.7,-3.0,10.0,14.0,13.2,14.1,,,88.5,36.7,,,,
VA,2015,13.9,4.4,195.6,485540.9,-3.0,9.9,14.0,13.1,14.0,,,88.9,37.0,,,,
VA,2016,13.1,4.0,217.6,499032.4,-3.0,9.8,13.7,13.0,13.8,,,89.3,38.1,,,,
VA,2017,12.1,3.6,208.2,515167.2,-3.0,9.7,13.8,13.1,13.5,,,89.7,38.7,,,,
VA,2018,12.4,3.0,200.0,537158.3,-3.0,,,,,,,,,,,,
VA,2019,12.9,2.8,208.0,561701.8,-3.0,,,,,,,,,,,,
VA,2020,13.8,6.5,,566101.5,-3.0,,,,,,,,,,,,
WA,1988,27.8,6.3,466.4,,3.0,,,,,,,,,,,,
WA,1992,28.0,7.2,534.5,,3.0,,,,,,,,,,,,
WA,1996,21.3,5.9,431.2,,3.0,,,,,,,,,,,,
WA,2000,20.8,5.1,369.7,237594.0,3.0,,,,,,,,,,,,
WA,2005,18.0,5.6,346.0,293402.0,3.0,,,,,,,,,,,,
WA,2006,18.4,5.0,348.7,314190.8,3.0,,,,,,,,,,,,
WA,2007,18.8,4.6,336.5,341712.3,3.0,,,,,,,,,,,,
WA,2008,18.4,5.2,334.2,352460.7,3.0,,,,,,,,,,,,
WA,2009,17.4,9.1,336.3,349945.4,3.0,,,,,,,,,,,,
WA,2010,16.5,10.0,313.5,363544.2,3.0,9.7,13.9,13.5,14.6,49.8,50.2,89.8,31.1,55631.0,95.5,4.1,0.4
WA,2011,15.9,9.4,295.3,377518.8,3.0,9.8,14.1,13.4,14.3,49.9,50.1,90.1,31.9,,95.3,4.2,0.4
WA,2012,14.8,8.5,295.6,398358.5,3.0,9.7,14.1,13.3,14.0,49.9,50.1,90.4,31.7,,95.0,4.5,0.4
WA,2013,13.8,6.7,289.1,416924.1,3.0,9.6,14.2,13.2,13.6,,,90.1,32.7,,,,
WA,2014,13.7,5.9,285.2,439851.2,3.0,9.6,14.3,13.1,13.4,,,90.4,33.1,,,,
WA,2015,12.9,5.5,284.4,467590.6,3.0,9.3,14.6,12.9,13.2,,,90.8,34.2,,,,
WA,2016,12.1,5.2,302.2,489790.2,3.0,9.1,14.7,13.0,13.1,,,90.8,35.1,,,,
WA,2017,12.1,4.7,304.5,527169.4,3.0,8.9,14.9,13.2,12.8,,,91.3,35.5,,,,
WA,2018,12.1,4.4,311.5,570337.8,3.0,,,,,,,,,,,,
WA,2019,12.2,4.2,293.9,608643.4,3.0,,,,,,,,,,,,
WA,2020,11.6,8.7,,617739.1,3.0,,,,,,,,,,,,
WV,1988,11.7,9.8,131.4,,0.0,,,,,,,,,,,,
WV,1992,11.1,11.2,211.5,,0.0,,,,,,,,,,,,
WV,1996,8.6,7.7,210.1,,0.0,,,,,,,,,,,,
WV,2000,7.9,5.6,316.5,42620.7,0.0,,,,,,,,,,,,
WV,2005,7.7,5.1,274.0,53814.3,0.0,,,,,,,,,,,,
WV,2006,8.2,4.8,281.2,57204.1,0.0,,,,,,,,,,,,
WV,2007,8.8,4.5,276.8,59480.4,0.0,,,,,,,,,,,,
WV,2008,7.8,4.5,275.9,62978.7,0.0,,,,,,,,,,,,
WV,2009,8.9,8.0,305.2,64040.1,0.0,,,,,,,,,,,,
WV,2010,10.1,8.4,301.2,66160.4,0.0,9.3,11.8,12.9,14.7,49.3,50.7,83.2,17.5,38218.0,98.0,1.8,0.1
WV,2011,9.7,7.7,296.3,69367.6,0.0,9.4,11.7,12.6,14.5,49.3,50.7,84.2,18.5,,97.9,2.0,0.1
WV,2012,8.2,7.2,316.3,70303.1,0.0,9.4,11.8,12.4,14.2,49.1,50.9,84.5,18.6,,98.1,1.8,0.1
WV,2013,6.7,6.7,300.3,71758.6,0.0,9.6,11.5,12.6,13.7,,,84.6,18.9,,,,
WV,2014,6.8,6.5,302.0,73042.6,0.0,9.2,11.9,12.3,13.6,,,85.2,19.2,,,,
WV,2015,7.2,6.5,337.9,71713.4,0.0,8.9,11.8,12.5,13.4,,,86.0,19.6,,,,
WV,2016,7.6,6.1,358.1,71248.9,0.0,8.9,11.8,12.2,13.3,,,86.0,20.8,,,,
WV,2017,7.4,5.2,350.7,75172.4,0.0,9.0,11.5,12.2,13.1,,,87.1,20.2,,,,
WV,2018,6.7,5.1,289.9,79794.3,0.0,,,,,,,,,,,,
WV,2019,5.9,4.9,316.6,80242.4,0.0,,,,,,,,,,,,
WV,2020,5.7,8.3,,77536.5,0.0,,,,,,,,,,,,
WI,1988,16.6,4.4,214.4,,-2.0,,,,,,,,,,,,
WI,1992,14.3,5.1,275.7,,-2.0,,,,,,,,,,,,
WI,1996,12.8,3.6,252.7,,-2.0,,,,,,,,,,,,
WI,2000,10.8,3.4,236.8,180883.1,-2.0,,,,,,,,,,,,
WI,2005,9.6,4.7,242.0,226937.5,-2.0,,,,,,,,,,,,
WI,2006,9.2,4.7,286.1,237571.9,-2.0,,,,,,,,,,,,
WI,2007,8.8,4.8,291.5,245837.7,-2.0,,,,,,,,,,,,
WI,2008,8.7,4.9,275.5,246493.0,-2.0,,,,,,,,,,,,
WI,2009,8.5,8.8,259.1,246323.8,-2.0,,,,,,,,,,,,
WI,2010,8.3,8.4,248.9,256159.5,-2.0,9.7,12.6,12.7,15.3,49.7,50.3,90.1,26.3,49001.0,97.9,2.0,0.2
WI,2011,7.9,7.5,249.9,265444.0,-2.0,9.7,12.8,12.4,15.1,49.6,50.4,90.4,26.5,,98.0,1.9,0.1
WI,2012,7.4,6.9,280.5,276253.4,-2.0,9.7,12.8,12.2,14.9,49.6,50.4,90.7,27.1,,98.0,1.9,0.1
WI,2013,6.9,6.7,277.9,283791.4,-2.0,9.7,12.8,12.1,14.5,,,90.9,27.7,,,,
WI,2014,6.8,5.3,290.3,296169.9,-2.0,9.7,12.7,12.0,14.2,,,91.4,28.4,,,,
WI,2015,6.8,4.4,305.8,308304.5,-2.0,9.7,12.6,12.1,13.8,,,91.4,28.4,,,,
WI,2016,6.8,3.9,305.9,315420.0,-2.0,9.7,12.6,11.9,13.5,,,91.9,29.5,,,,
WI,2017,7.0,3.3,319.9,321886.8,-2.0,9.6,12.5,12.1,13.1,,,92.4,30.4,,,,
WI,2018,7.4,3.0,295.4,335144.3,-2.0,,,,,,,,,,,,
WI,2019,7.7,3.2,293.2,346906.6,-2.0,,,,,,,,,,,,
WI,2020,7.6,6.4,,344691.0,-2.0,,,,,,,,,,,,
WY,1988,13.0,6.4,314.0,,-3.0,,,,,,,,,,,,
WY,1992,13.2,5.5,319.5,,-3.0,,,,,,,,,,,,
WY,1996,15.0,5.0,249.7,,-3.0,,,,,,,,,,,,
WY,2000,20.0,3.8,266.5,17153.7,-3.0,,,,,,,,,,,,
WY,2005,12.0,3.6,230.0,27530.2,-3.0,,,,,,,,,,,,
WY,2006,11.8,3.1,253.8,32692.2,-3.0,,,,,,,,,,,,
WY,2007,11.3,2.7,257.1,36912.8,-3.0,,,,,,,,,,,,
WY,2008,10.2,3.0,249.7,42694.6,-3.0,,,,,,,,,,,,
WY,2009,9.7,6.3,219.7,36282.2,-3.0,,,,,,,,,,,,
WY,2010,9.4,6.9,197.9,37567.5,-3.0,10.1,13.6,11.7,15.0,50.9,49.1,92.3,24.1,53512.0,97.3,2.7,0.0
WY,2011,9.9,6.1,219.4,39615.1,-3.0,10.1,14.0,11.7,14.2,50.9,49.1,92.0,24.7,,97.2,2.6,0.1
WY,2012,8.6,5.4,201.4,38679.3,-3.0,10.2,13.9,12.0,13.5,50.8,49.2,91.7,24.7,,96.9,2.9,0.2
WY,2013,7.4,4.7,205.1,39365.6,-3.0,10.1,14.0,12.0,12.8,,,93.5,26.6,,,,
WY,2014,7.7,4.4,195.5,40573.9,-3.0,9.8,14.3,12.2,12.4,,,92.6,26.6,,,,
WY,2015,7.3,4.2,222.1,38624.8,-3.0,9.9,14.1,12.3,11.9,,,92.2,26.2,,,,
WY,2016,7.0,5.3,244.2,36105.9,-3.0,9.2,13.8,12.3,11.8,,,93.2,27.1,,,,
WY,2017,6.7,4.3,237.5,37620.3,-3.0,9.2,13.8,12.2,11.2,,,92.9,27.6,,,,
WY,2018,6.6,4.1,212.2,39614.5,-3.0,,,,,,,,,,,,
WY,2019,6.5,3.7,217.4,40029.5,-3.0,,,,,,,,,,,,
WY,2020,6.4,5.9,,36982.7,-3.0,,,,,,,,,,,,
